PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Title,Embarked,Sex,Cabin_cat
471,0,3,26.5,0,0,7.25,Mr.,S,male,None
472,0,3,38.0,0,0,8.6625,Mr.,S,male,None
473,1,2,33.0,1,2,27.75,Mrs.,S,female,None
474,1,2,23.0,0,0,13.7917,Mrs.,C,female,D
475,0,3,22.0,0,0,9.8375,Miss.,S,female,None
476,0,1,42.5,0,0,52.0,Mr.,S,male,A
477,0,2,34.0,1,0,21.0,Mr.,S,male,None
478,0,3,29.0,1,0,7.0458,Mr.,S,male,None
479,0,3,22.0,0,0,7.5208,Mr.,S,male,None
480,1,3,2.0,0,1,12.2875,Miss.,S,female,None
481,0,3,9.0,5,2,46.9,Master.,S,male,None
482,0,2,29.5,0,0,0.0,Mr.,S,male,None
483,0,3,50.0,0,0,8.05,Mr.,S,male,None
484,1,3,63.0,0,0,9.5875,Mrs.,S,female,None
485,1,1,25.0,1,0,91.0792,Mr.,C,male,B
486,0,3,41.5,3,1,25.4667,Miss.,S,female,None
487,1,1,35.0,1,0,90.0,Mrs.,S,female,C
488,0,1,58.0,0,0,29.7,Mr.,C,male,B
489,0,3,30.0,0,0,8.05,Mr.,S,male,None
490,1,3,9.0,1,1,15.9,Master.,S,male,None
491,0,3,23.5,1,0,19.9667,Mr.,S,male,None
492,0,3,21.0,0,0,7.25,Mr.,S,male,None
493,0,1,55.0,0,0,30.5,Mr.,S,male,C
494,0,1,71.0,0,0,49.5042,Mr.,C,male,None
495,0,3,21.0,0,0,8.05,Mr.,S,male,None
496,0,3,36.5,0,0,14.4583,Mr.,C,male,None
497,1,1,54.0,1,0,78.2667,Miss.,C,female,D
498,0,3,41.5,0,0,15.1,Mr.,S,male,None
499,0,1,25.0,1,2,151.55,Mrs.,S,female,C
500,0,3,24.0,0,0,7.7958,Mr.,S,male,None
501,0,3,17.0,0,0,8.6625,Mr.,S,male,None
502,0,3,21.0,0,0,7.75,Miss.,Q,female,None
503,0,3,30.5,0,0,7.6292,Miss.,Q,female,None
504,0,3,37.0,0,0,9.5875,Miss.,S,female,None
505,1,1,16.0,0,0,86.5,Miss.,S,female,B
506,0,1,18.0,1,0,108.9,Mr.,C,male,C
507,1,2,33.0,0,2,26.0,Mrs.,S,female,None
508,1,1,29.5,0,0,26.55,Mr.,S,male,None
509,0,3,28.0,0,0,22.525,Mr.,S,male,None
510,1,3,26.0,0,0,56.4958,Mr.,S,male,None
511,1,3,29.0,0,0,7.75,Mr.,Q,male,None
512,0,3,38.5,0,0,8.05,Mr.,S,male,None
513,1,1,36.0,0,0,26.2875,Mr.,S,male,E
514,1,1,54.0,1,0,59.4,Mrs.,C,female,None
515,0,3,24.0,0,0,7.4958,Mr.,S,male,None
516,0,1,47.0,0,0,34.0208,Mr.,S,male,D
517,1,2,34.0,0,0,10.5,Mrs.,S,female,F
518,0,3,43.5,0,0,24.15,Mr.,Q,male,None
519,1,2,36.0,1,0,26.0,Mrs.,S,female,None
520,0,3,32.0,0,0,7.8958,Mr.,S,male,None
521,1,1,30.0,0,0,93.5,Miss.,S,female,B
522,0,3,22.0,0,0,7.8958,Mr.,S,male,None
523,0,3,18.5,0,0,7.225,Mr.,C,male,None
524,1,1,44.0,0,1,57.9792,Mrs.,C,female,B
525,0,3,35.5,0,0,7.2292,Mr.,C,male,None
526,0,3,40.5,0,0,7.75,Mr.,Q,male,None
527,1,2,50.0,0,0,10.5,Miss.,S,female,None
528,0,1,17.5,0,0,221.7792,Mr.,S,male,C
529,0,3,39.0,0,0,7.925,Mr.,S,male,None
530,0,2,23.0,2,1,11.5,Mr.,S,male,None
531,1,2,2.0,1,1,26.0,Miss.,S,female,None
532,0,3,24.5,0,0,7.2292,Mr.,C,male,None
533,0,3,17.0,1,1,7.2292,Mr.,C,male,None
534,1,3,32.5,0,2,22.3583,Mrs.,C,female,None
535,0,3,30.0,0,0,8.6625,Miss.,S,female,None
536,1,2,7.0,0,2,26.25,Miss.,S,female,None
537,0,1,45.0,0,0,26.55,Army.,S,male,B
538,1,1,30.0,0,0,106.425,Miss.,C,female,None
539,0,3,30.5,0,0,14.5,Mr.,S,male,None
540,1,1,22.0,0,2,49.5,Miss.,C,female,B
541,1,1,36.0,0,2,71.0,Miss.,S,female,B
542,0,3,9.0,4,2,31.275,Miss.,S,female,None
543,0,3,11.0,4,2,31.275,Miss.,S,female,None
544,1,2,32.0,1,0,26.0,Mr.,S,male,None
545,0,1,50.0,1,0,106.425,Mr.,C,male,C
546,0,1,64.0,0,0,26.0,Mr.,S,male,None
547,1,2,19.0,1,0,26.0,Mrs.,S,female,None
548,1,2,43.5,0,0,13.8625,Mr.,C,male,None
549,0,3,33.0,1,1,20.525,Mr.,S,male,None
550,1,2,8.0,1,1,36.75,Master.,S,male,None
551,1,1,17.0,0,2,110.8833,Mr.,C,male,C
552,0,2,27.0,0,0,26.0,Mr.,S,male,None
553,0,3,33.5,0,0,7.8292,Mr.,Q,male,None
554,1,3,22.0,0,0,7.225,Mr.,C,male,None
555,1,3,22.0,0,0,7.775,Miss.,S,female,None
556,0,1,62.0,0,0,26.55,Mr.,S,male,None
557,1,1,48.0,1,0,39.6,Noble.,C,female,A
558,0,1,32.5,0,0,227.525,Mr.,C,male,None
559,1,1,39.0,1,1,79.65,Mrs.,S,female,E
560,1,3,36.0,1,0,17.4,Mrs.,S,female,None
561,0,3,35.5,0,0,7.75,Mr.,Q,male,None
562,0,3,40.0,0,0,7.8958,Mr.,S,male,None
563,0,2,28.0,0,0,13.5,Mr.,S,male,None
564,0,3,40.5,0,0,8.05,Mr.,S,male,None
565,0,3,25.5,0,0,8.05,Miss.,S,female,None
566,0,3,24.0,2,0,24.15,Mr.,S,male,None
567,0,3,19.0,0,0,7.8958,Mr.,S,male,None
568,0,3,29.0,0,4,21.075,Mrs.,S,female,None
569,0,3,26.5,0,0,7.2292,Mr.,C,male,None
570,1,3,32.0,0,0,7.8542,Mr.,S,male,None
571,1,2,62.0,0,0,10.5,Mr.,S,male,None
572,1,1,53.0,2,0,51.4792,Mrs.,S,female,C
573,1,1,36.0,0,0,26.3875,Mr.,S,male,E
574,1,3,29.5,0,0,7.75,Miss.,Q,female,None
575,0,3,16.0,0,0,8.05,Mr.,S,male,None
576,0,3,19.0,0,0,14.5,Mr.,S,male,None
577,1,2,34.0,0,0,13.0,Miss.,S,female,None
578,1,1,39.0,1,0,55.9,Mrs.,S,female,E
579,0,3,29.5,1,0,14.4583,Mrs.,C,female,None
580,1,3,32.0,0,0,7.925,Mr.,S,male,None
581,1,2,25.0,1,1,30.0,Miss.,S,female,None
582,1,1,39.0,1,1,110.8833,Mrs.,C,female,C
583,0,2,54.0,0,0,26.0,Mr.,S,male,None
584,0,1,36.0,0,0,40.125,Mr.,C,male,A
585,0,3,26.5,0,0,8.7125,Mr.,C,male,None
586,1,1,18.0,0,2,79.65,Miss.,S,female,E
587,0,2,47.0,0,0,15.0,Mr.,S,male,None
588,1,1,60.0,1,1,79.2,Mr.,C,male,B
589,0,3,22.0,0,0,8.05,Mr.,S,male,None
590,0,3,47.5,0,0,8.05,Mr.,S,male,None
591,0,3,35.0,0,0,7.125,Mr.,S,male,None
592,1,1,52.0,1,0,78.2667,Mrs.,C,female,D
593,0,3,47.0,0,0,7.25,Mr.,S,male,None
594,0,3,38.5,0,2,7.75,Miss.,Q,female,None
595,0,2,37.0,1,0,26.0,Mr.,S,male,None
596,0,3,36.0,1,1,24.15,Mr.,S,male,None
597,1,2,36.5,0,0,33.0,Miss.,S,female,None
598,0,3,49.0,0,0,0.0,Mr.,S,male,None
599,0,3,35.5,0,0,7.225,Mr.,C,male,None
600,1,1,49.0,1,0,56.9292,Noble.,C,male,A
601,1,2,24.0,2,1,27.0,Mrs.,S,female,None
602,0,3,36.5,0,0,7.8958,Mr.,S,male,None
603,0,1,29.5,0,0,42.4,Mr.,S,male,None
604,0,3,44.0,0,0,8.05,Mr.,S,male,None
605,1,1,35.0,0,0,26.55,Mr.,C,male,None
606,0,3,36.0,1,0,15.55,Mr.,S,male,None
607,0,3,30.0,0,0,7.8958,Mr.,S,male,None
608,1,1,27.0,0,0,30.5,Mr.,S,male,None
609,1,2,22.0,1,2,41.5792,Mrs.,C,female,None
610,1,1,40.0,0,0,153.4625,Miss.,S,female,C
611,0,3,39.0,1,5,31.275,Mrs.,S,female,None
612,0,3,27.5,0,0,7.05,Mr.,S,male,None
613,1,3,35.5,1,0,15.5,Miss.,Q,female,None
614,0,3,29.5,0,0,7.75,Mr.,Q,male,None
615,0,3,35.0,0,0,8.05,Mr.,S,male,None
616,1,2,24.0,1,2,65.0,Miss.,S,female,None
617,0,3,34.0,1,1,14.4,Mr.,S,male,None
618,0,3,26.0,1,0,16.1,Mrs.,S,female,None
619,1,2,4.0,2,1,39.0,Miss.,S,female,F
620,0,2,26.0,0,0,10.5,Mr.,S,male,None
621,0,3,27.0,1,0,14.4542,Mr.,C,male,None
622,1,1,42.0,1,0,52.5542,Mr.,S,male,D
623,1,3,20.0,1,1,15.7417,Mr.,C,male,None
624,0,3,21.0,0,0,7.8542,Mr.,S,male,None
625,0,3,21.0,0,0,16.1,Mr.,S,male,None
626,0,1,61.0,0,0,32.3208,Mr.,S,male,D
627,0,2,57.0,0,0,12.35,Rev.,Q,male,None
628,1,1,21.0,0,0,77.9583,Miss.,S,female,D
629,0,3,26.0,0,0,7.8958,Mr.,S,male,None
630,0,3,19.5,0,0,7.7333,Mr.,Q,male,None
631,1,1,80.0,0,0,30.0,Mr.,S,male,A
632,0,3,51.0,0,0,7.0542,Mr.,S,male,None
633,1,1,32.0,0,0,30.5,Dr.,C,male,B
634,0,1,24.5,0,0,0.0,Mr.,S,male,None
635,0,3,9.0,3,2,27.9,Miss.,S,female,None
636,1,2,28.0,0,0,13.0,Miss.,S,female,None
637,0,3,32.0,0,0,7.925,Mr.,S,male,None
638,0,2,31.0,1,1,26.25,Mr.,S,male,None
639,0,3,41.0,0,5,39.6875,Mrs.,S,female,None
640,0,3,34.5,1,0,16.1,Mr.,S,male,None
641,0,3,20.0,0,0,7.8542,Mr.,S,male,None
642,1,1,24.0,0,0,69.3,Miss.,C,female,B
643,0,3,2.0,3,2,27.9,Miss.,S,female,None
644,1,3,39.5,0,0,56.4958,Mr.,S,male,None
645,1,3,0.75,2,1,19.2583,Miss.,C,female,None
646,1,1,48.0,1,0,76.7292,Mr.,C,male,D
647,0,3,19.0,0,0,7.8958,Mr.,S,male,None
648,1,1,56.0,0,0,35.5,Army.,C,male,A
649,0,3,31.5,0,0,7.55,Mr.,S,male,None
650,1,3,23.0,0,0,7.55,Miss.,S,female,None
651,0,3,24.5,0,0,7.8958,Mr.,S,male,None
652,1,2,18.0,0,1,23.0,Miss.,S,female,None
653,0,3,21.0,0,0,8.4333,Mr.,S,male,None
654,1,3,34.5,0,0,7.8292,Miss.,Q,female,None
655,0,3,18.0,0,0,6.75,Miss.,Q,female,None
656,0,2,24.0,2,0,73.5,Mr.,S,male,None
657,0,3,30.5,0,0,7.8958,Mr.,S,male,None
658,0,3,32.0,1,1,15.5,Mrs.,Q,female,None
659,0,2,23.0,0,0,13.0,Mr.,S,male,None
660,0,1,58.0,0,2,113.275,Mr.,C,male,D
661,1,1,50.0,2,0,133.65,Dr.,S,male,None
662,0,3,40.0,0,0,7.225,Mr.,C,male,None
663,0,1,47.0,0,0,25.5875,Mr.,S,male,E
664,0,3,36.0,0,0,7.4958,Mr.,S,male,None
665,1,3,20.0,1,0,7.925,Mr.,S,male,None
666,0,2,32.0,2,0,73.5,Mr.,S,male,None
667,0,2,25.0,0,0,13.0,Mr.,S,male,None
668,0,3,29.5,0,0,7.775,Mr.,S,male,None
669,0,3,43.0,0,0,8.05,Mr.,S,male,None
670,1,1,39.5,1,0,52.0,Mrs.,S,female,C
671,1,2,40.0,1,1,39.0,Mrs.,S,female,None
672,0,1,31.0,1,0,52.0,Mr.,S,male,B
673,0,2,70.0,0,0,10.5,Mr.,S,male,None
674,1,2,31.0,0,0,13.0,Mr.,S,male,None
675,0,2,23.5,0,0,0.0,Mr.,S,male,None
676,0,3,18.0,0,0,7.775,Mr.,S,male,None
677,0,3,24.5,0,0,8.05,Mr.,S,male,None
678,1,3,18.0,0,0,9.8417,Miss.,S,female,None
679,0,3,43.0,1,6,46.9,Mrs.,S,female,None
680,1,1,36.0,0,1,249.3630053167766,Mr.,C,male,B
681,0,3,27.5,0,0,8.1375,Miss.,Q,female,None
682,1,1,27.0,0,0,76.7292,Mr.,C,male,D
683,0,3,20.0,0,0,9.225,Mr.,S,male,None
684,0,3,14.0,5,2,46.9,Mr.,S,male,None
685,0,2,60.0,1,1,39.0,Mr.,S,male,None
686,0,2,25.0,1,2,41.5792,Mr.,C,male,None
687,0,3,14.0,4,1,39.6875,Mr.,S,male,None
688,0,3,19.0,0,0,10.1708,Mr.,S,male,None
689,0,3,18.0,0,0,7.7958,Mr.,S,male,None
690,1,1,15.0,0,1,211.3375,Miss.,S,female,B
691,1,1,31.0,1,0,57.0,Mr.,S,male,B
692,1,3,4.0,0,1,13.4167,Miss.,C,female,None
693,1,3,33.5,0,0,56.4958,Mr.,S,male,None
694,0,3,25.0,0,0,7.225,Mr.,C,male,None
695,0,1,60.0,0,0,26.55,Army.,S,male,None
696,0,2,52.0,0,0,13.5,Mr.,S,male,None
697,0,3,44.0,0,0,8.05,Mr.,S,male,None
698,1,3,26.5,0,0,7.7333,Miss.,Q,female,None
699,0,1,49.0,1,1,110.8833,Mr.,C,male,C
700,0,3,42.0,0,0,7.65,Mr.,S,male,F
701,1,1,18.0,1,0,227.525,Mrs.,C,female,C
702,1,1,35.0,0,0,26.2875,Mr.,S,male,E
703,0,3,18.0,0,1,14.4542,Miss.,C,female,None
704,0,3,25.0,0,0,7.7417,Mr.,Q,male,None
705,0,3,26.0,1,0,7.8542,Mr.,S,male,None
706,0,2,39.0,0,0,26.0,Mr.,S,male,None
707,1,2,45.0,0,0,13.5,Mrs.,S,female,None
708,1,1,42.0,0,0,26.2875,Mr.,S,male,E
709,1,1,22.0,0,0,151.55,Miss.,S,female,None
710,1,3,27.5,1,1,15.2458,Master.,C,male,None
711,1,1,24.0,0,0,49.5042,Miss.,C,female,C
712,0,1,30.5,0,0,26.55,Mr.,S,male,C
713,1,1,48.0,1,0,52.0,Mr.,S,male,C
714,0,3,29.0,0,0,9.4833,Mr.,S,male,None
715,0,2,52.0,0,0,13.0,Mr.,S,male,None
716,0,3,19.0,0,0,7.65,Mr.,S,male,F
717,1,1,38.0,0,0,227.525,Miss.,C,female,C
718,1,2,27.0,0,0,10.5,Miss.,S,female,E
719,0,3,23.5,0,0,15.5,Mr.,Q,male,None
720,0,3,33.0,0,0,7.775,Mr.,S,male,None
721,1,2,6.0,0,1,33.0,Miss.,S,female,None
722,0,3,17.0,1,0,7.0542,Mr.,S,male,None
723,0,2,34.0,0,0,13.0,Mr.,S,male,None
724,0,2,50.0,0,0,13.0,Mr.,S,male,None
725,1,1,27.0,1,0,53.1,Mr.,S,male,E
726,0,3,20.0,0,0,8.6625,Mr.,S,male,None
727,1,2,30.0,3,0,21.0,Mrs.,S,female,None
728,1,3,38.5,0,0,7.7375,Miss.,Q,female,None
729,0,2,25.0,1,0,26.0,Mr.,S,male,None
730,0,3,25.0,1,0,7.925,Miss.,S,female,None
731,1,1,29.0,0,0,211.3375,Miss.,S,female,B
732,0,3,11.0,0,0,18.7875,Mr.,C,male,None
733,0,2,27.5,0,0,0.0,Mr.,S,male,None
734,0,2,23.0,0,0,13.0,Mr.,S,male,None
735,0,2,23.0,0,0,13.0,Mr.,S,male,None
736,0,3,28.5,0,0,16.1,Mr.,S,male,None
737,0,3,48.0,1,3,34.375,Mrs.,S,female,None
738,1,1,35.0,0,0,249.3630053167766,Mr.,C,male,B
739,0,3,35.5,0,0,7.8958,Mr.,S,male,None
740,0,3,25.5,0,0,7.8958,Mr.,S,male,None
741,1,1,28.5,0,0,30.0,Mr.,S,male,D
742,0,1,36.0,1,0,78.85,Mr.,S,male,C
743,1,1,21.0,2,2,249.3630053167766,Miss.,C,female,B
744,0,3,24.0,1,0,16.1,Mr.,S,male,None
745,1,3,31.0,0,0,7.925,Mr.,S,male,None
746,0,1,70.0,1,1,71.0,Army.,S,male,B
747,0,3,16.0,1,1,20.25,Mr.,S,male,None
748,1,2,30.0,0,0,13.0,Miss.,S,female,None
749,0,1,19.0,1,0,53.1,Mr.,S,male,D
750,0,3,31.0,0,0,7.75,Mr.,Q,male,None
751,1,2,4.0,1,1,23.0,Miss.,S,female,None
752,1,3,6.0,0,1,12.475,Master.,S,male,E
753,0,3,33.0,0,0,9.5,Mr.,S,male,None
754,0,3,23.0,0,0,7.8958,Mr.,S,male,None
755,1,2,48.0,1,2,65.0,Mrs.,S,female,None
756,1,2,0.67,1,1,14.5,Master.,S,male,None
757,0,3,28.0,0,0,7.7958,Mr.,S,male,None
758,0,2,18.0,0,0,11.5,Mr.,S,male,None
759,0,3,34.0,0,0,8.05,Mr.,S,male,None
760,1,1,33.0,0,0,86.5,Noble.,S,female,B
761,0,3,47.5,0,0,14.5,Mr.,S,male,None
762,0,3,41.0,0,0,7.125,Mr.,S,male,None
763,1,3,20.0,0,0,7.2292,Mr.,C,male,None
764,1,1,36.0,1,2,120.0,Mrs.,S,female,B
765,0,3,16.0,0,0,7.775,Mr.,S,male,None
766,1,1,51.0,1,0,77.9583,Mrs.,S,female,D
767,0,1,32.5,0,0,39.6,Dr.,C,male,None
768,0,3,30.5,0,0,7.75,Miss.,Q,female,None
769,0,3,23.5,1,0,24.15,Mr.,Q,male,None
770,0,3,32.0,0,0,8.3625,Mr.,S,male,None
771,0,3,24.0,0,0,9.5,Mr.,S,male,None
772,0,3,48.0,0,0,7.8542,Mr.,S,male,None
773,0,2,57.0,0,0,10.5,Mrs.,S,female,E
774,0,3,22.5,0,0,7.225,Mr.,C,male,None
775,1,2,54.0,1,3,23.0,Mrs.,S,female,None
776,0,3,18.0,0,0,7.75,Mr.,S,male,None
777,0,3,31.5,0,0,7.75,Mr.,Q,male,F
778,1,3,5.0,0,0,12.475,Miss.,S,female,None
779,0,3,19.5,0,0,7.7375,Mr.,Q,male,None
780,1,1,43.0,0,1,211.3375,Mrs.,S,female,B
781,1,3,13.0,0,0,7.2292,Miss.,C,female,None
782,1,1,17.0,1,0,57.0,Mrs.,S,female,B
783,0,1,29.0,0,0,30.0,Mr.,S,male,D
784,0,3,44.5,1,2,23.45,Mr.,S,male,None
785,0,3,25.0,0,0,7.05,Mr.,S,male,None
786,0,3,25.0,0,0,7.25,Mr.,S,male,None
787,1,3,18.0,0,0,7.4958,Miss.,S,female,None
788,0,3,8.0,4,1,29.125,Master.,Q,male,None
789,1,3,1.0,1,2,20.575,Master.,S,male,None
790,0,1,46.0,0,0,79.2,Mr.,C,male,B
791,0,3,28.5,0,0,7.75,Mr.,Q,male,None
792,0,2,16.0,0,0,26.0,Mr.,S,male,None
793,0,3,30.5,8,2,69.55,Miss.,S,female,None
794,0,1,35.5,0,0,30.6958,Mr.,C,male,None
795,0,3,25.0,0,0,7.8958,Mr.,S,male,None
796,0,2,39.0,0,0,13.0,Mr.,S,male,None
797,1,1,49.0,0,0,25.9292,Dr.,S,female,D
798,1,3,31.0,0,0,8.6833,Mrs.,S,female,None
799,0,3,30.0,0,0,7.2292,Mr.,C,male,None
800,0,3,30.0,1,1,24.15,Mrs.,S,female,None
801,0,2,34.0,0,0,13.0,Mr.,S,male,None
802,1,2,31.0,1,1,26.25,Mrs.,S,female,None
803,1,1,11.0,1,2,120.0,Master.,S,male,B
804,1,3,0.42,0,1,8.5167,Master.,C,male,None
805,1,3,27.0,0,0,6.975,Mr.,S,male,None
806,0,3,31.0,0,0,7.775,Mr.,S,male,None
807,0,1,39.0,0,0,0.0,Mr.,S,male,A
808,0,3,18.0,0,0,7.775,Miss.,S,female,None
809,0,2,39.0,0,0,13.0,Mr.,S,male,None
810,1,1,33.0,1,0,53.1,Mrs.,S,female,E
811,0,3,26.0,0,0,7.8875,Mr.,S,male,None
812,0,3,39.0,0,0,24.15,Mr.,S,male,None
813,0,2,35.0,0,0,10.5,Mr.,S,male,None
814,0,3,6.0,4,2,31.275,Miss.,S,female,None
815,0,3,30.5,0,0,8.05,Mr.,S,male,None
816,0,1,40.5,0,0,0.0,Mr.,S,male,B
817,0,3,23.0,0,0,7.925,Miss.,S,female,None
818,0,2,31.0,1,1,37.0042,Mr.,C,male,None
819,0,3,43.0,0,0,6.45,Mr.,S,male,None
820,0,3,10.0,3,2,27.9,Master.,S,male,None
821,1,1,52.0,1,1,93.5,Mrs.,S,female,B
822,1,3,27.0,0,0,8.6625,Mr.,S,male,None
823,0,1,38.0,0,0,0.0,Noble.,S,male,None
824,1,3,27.0,0,1,12.475,Mrs.,S,female,E
825,0,3,2.0,4,1,39.6875,Master.,S,male,None
826,0,3,28.5,0,0,6.95,Mr.,Q,male,None
827,0,3,25.5,0,0,56.4958,Mr.,S,male,None
828,1,2,1.0,0,2,37.0042,Master.,C,male,None
829,1,3,15.5,0,0,7.75,Mr.,Q,male,None
830,1,1,62.0,0,0,80.0,Mrs.,S,female,B
831,1,3,15.0,1,0,14.4542,Mrs.,C,female,None
832,1,2,0.83,1,1,18.75,Master.,S,male,None
833,0,3,34.5,0,0,7.2292,Mr.,C,male,None
834,0,3,23.0,0,0,7.8542,Mr.,S,male,None
835,0,3,18.0,0,0,8.3,Mr.,S,male,None
836,1,1,39.0,1,1,83.1583,Miss.,C,female,E
837,0,3,21.0,0,0,8.6625,Mr.,S,male,None
838,0,3,18.5,0,0,8.05,Mr.,S,male,None
839,1,3,32.0,0,0,56.4958,Mr.,S,male,None
840,1,1,17.5,0,0,29.7,Mr.,C,male,C
841,0,3,20.0,0,0,7.925,Mr.,S,male,None
842,0,2,16.0,0,0,10.5,Mr.,S,male,None
843,1,1,30.0,0,0,31.0,Miss.,C,female,None
844,0,3,34.5,0,0,6.4375,Mr.,C,male,None
845,0,3,17.0,0,0,8.6625,Mr.,S,male,None
846,0,3,42.0,0,0,7.55,Mr.,S,male,None
847,0,3,25.5,8,2,69.55,Mr.,S,male,None
848,0,3,35.0,0,0,7.8958,Mr.,C,male,None
849,0,2,28.0,0,1,33.0,Rev.,S,male,None
850,1,1,22.5,1,0,89.1042,Mrs.,C,female,C
851,0,3,4.0,4,2,31.275,Master.,S,male,None
852,0,3,74.0,0,0,7.775,Mr.,S,male,None
853,0,3,9.0,1,1,15.2458,Miss.,C,female,None
854,1,1,16.0,0,1,39.4,Miss.,S,female,D
855,0,2,44.0,1,0,26.0,Mrs.,S,female,None
856,1,3,18.0,0,1,9.35,Mrs.,S,female,None
857,1,1,45.0,1,1,164.8667,Mrs.,S,female,None
858,1,1,51.0,0,0,26.55,Mr.,S,male,E
859,1,3,24.0,0,3,19.2583,Mrs.,C,female,None
860,0,3,27.5,0,0,7.2292,Mr.,C,male,None
861,0,3,41.0,2,0,14.1083,Mr.,S,male,None
862,0,2,21.0,1,0,11.5,Mr.,S,male,None
863,1,1,48.0,0,0,25.9292,Mrs.,S,female,D
864,0,3,27.5,8,2,69.55,Miss.,S,female,None
865,0,2,24.0,0,0,13.0,Mr.,S,male,None
866,1,2,42.0,0,0,13.0,Mrs.,S,female,None
867,1,2,27.0,1,0,13.8583,Miss.,C,female,None
868,0,1,31.0,0,0,50.4958,Mr.,S,male,A
869,0,3,30.5,0,0,9.5,Mr.,S,male,None
870,1,3,4.0,1,1,11.1333,Master.,S,male,None
871,0,3,26.0,0,0,7.8958,Mr.,S,male,None
872,1,1,47.0,1,1,52.5542,Mrs.,S,female,D
873,0,1,33.0,0,0,5.0,Mr.,S,male,B
874,0,3,47.0,0,0,9.0,Mr.,S,male,None
875,1,2,28.0,1,0,24.0,Mrs.,C,female,None
876,1,3,15.0,0,0,7.225,Miss.,C,female,None
877,0,3,20.0,0,0,9.8458,Mr.,S,male,None
878,0,3,19.0,0,0,7.8958,Mr.,S,male,None
879,0,3,33.5,0,0,7.8958,Mr.,S,male,None
880,1,1,56.0,0,1,83.1583,Mrs.,C,female,C
881,1,2,25.0,0,1,26.0,Mrs.,S,female,None
882,0,3,33.0,0,0,7.8958,Mr.,S,male,None
883,0,3,22.0,0,0,10.5167,Miss.,S,female,None
884,0,2,28.0,0,0,10.5,Mr.,S,male,None
885,0,3,25.0,0,0,7.05,Mr.,S,male,None
886,0,3,39.0,0,5,29.125,Mrs.,Q,female,None
887,0,2,27.0,0,0,13.0,Rev.,S,male,None
888,1,1,19.0,0,0,30.0,Miss.,S,female,B
889,0,3,29.5,1,2,23.45,Miss.,S,female,None
890,1,1,26.0,0,0,30.0,Mr.,C,male,C
891,0,3,32.0,0,0,7.75,Mr.,Q,male,None
