country,year,sex,age,population,gdp_per_capita ($),generation,suicides/100k pop
Azerbaijan,2000,female,35-54 years,1000200,711,Boomers,0.3
Azerbaijan,2000,female,5-14 years,878950,711,Millenials,0.11
Azerbaijan,2000,male,5-14 years,928050,711,Millenials,0
Azerbaijan,2001,male,55-74 years,357250,759,Silent,9.52
Azerbaijan,2001,male,35-54 years,975300,759,Boomers,8.1
Azerbaijan,2001,male,15-24 years,766400,759,Millenials,7.31
Azerbaijan,2001,male,75+ years,41650,759,Silent,7.2
Azerbaijan,2001,female,75+ years,85900,759,Silent,6.98
Azerbaijan,2001,male,25-34 years,603150,759,Generation X,6.63
Azerbaijan,2001,female,55-74 years,431400,759,Silent,4.87
Azerbaijan,2001,female,25-34 years,669850,759,Generation X,3.43
Azerbaijan,2001,male,5-14 years,913150,759,Millenials,2.63
Azerbaijan,2001,female,35-54 years,1052500,759,Boomers,1.52
Azerbaijan,2001,female,15-24 years,759350,759,Millenials,1.05
Azerbaijan,2001,female,5-14 years,862100,759,Millenials,0.81
Azerbaijan,2002,male,55-74 years,357550,820,Silent,5.31
Azerbaijan,2002,male,75+ years,45600,820,Silent,4.39
Azerbaijan,2002,male,35-54 years,1011850,820,Boomers,3.16
Azerbaijan,2002,female,55-74 years,433050,820,Silent,1.39
Azerbaijan,2002,male,25-34 years,603300,820,Generation X,1.16
Azerbaijan,2002,male,15-24 years,795800,820,Millenials,1.13
Azerbaijan,2002,female,75+ years,89000,820,Silent,1.12
Azerbaijan,2002,female,35-54 years,1096350,820,Boomers,0.73
Azerbaijan,2002,female,25-34 years,666300,820,Generation X,0.45
Azerbaijan,2002,male,5-14 years,889500,820,Millenials,0.45
Azerbaijan,2002,female,15-24 years,781100,820,Millenials,0.13
Azerbaijan,2002,female,5-14 years,836300,820,Millenials,0
Azerbaijan,2003,male,75+ years,50900,948,Silent,5.89
Azerbaijan,2003,female,75+ years,94450,948,Silent,4.24
Azerbaijan,2003,male,55-74 years,359800,948,Silent,3.89
Azerbaijan,2003,male,35-54 years,1045100,948,Boomers,3.83
Azerbaijan,2003,male,15-24 years,823850,948,Millenials,2.06
Azerbaijan,2003,male,25-34 years,604700,948,Generation X,1.98
Azerbaijan,2003,female,55-74 years,435950,948,Silent,1.61
Azerbaijan,2003,female,15-24 years,802400,948,Millenials,1.12
Azerbaijan,2003,female,35-54 years,1137200,948,Boomers,1.06
Azerbaijan,2003,male,5-14 years,856250,948,Millenials,0.82
Azerbaijan,2003,female,25-34 years,663050,948,Generation X,0.45
Azerbaijan,2003,female,5-14 years,800750,948,Millenials,0.12
Azerbaijan,2004,female,75+ years,99600,1122,Silent,5.02
Azerbaijan,2004,male,35-54 years,1076600,1122,Boomers,3.72
Azerbaijan,2004,male,25-34 years,608900,1122,Generation X,2.46
Azerbaijan,2004,male,55-74 years,362100,1122,Silent,1.93
Azerbaijan,2004,male,15-24 years,851350,1122,Millenials,1.17
Azerbaijan,2004,female,55-74 years,439850,1122,Silent,1.14
Azerbaijan,2004,female,35-54 years,1176300,1122,Boomers,0.94
Azerbaijan,2004,male,5-14 years,819600,1122,Millenials,0.73
Azerbaijan,2004,female,25-34 years,662000,1122,Generation X,0.6
Azerbaijan,2004,female,15-24 years,823000,1122,Millenials,0.49
Azerbaijan,2004,female,5-14 years,762050,1122,Millenials,0.13
Azerbaijan,2004,male,75+ years,56900,1122,Silent,0
Azerbaijan,2007,male,75+ years,75400,4172,Silent,3.98
Azerbaijan,2007,male,55-74 years,381400,4172,Silent,2.1
Azerbaijan,2007,male,35-54 years,1146950,4172,Boomers,1.31
Azerbaijan,2007,male,25-34 years,647850,4172,Generation X,1.23
Azerbaijan,2007,female,75+ years,118150,4172,Silent,0.85
Azerbaijan,2007,female,15-24 years,872100,4172,Millenials,0.57
Azerbaijan,2007,male,5-14 years,711200,4172,Generation Z,0.56
Azerbaijan,2007,female,35-54 years,1267550,4172,Boomers,0.39
Azerbaijan,2007,male,15-24 years,913150,4172,Millenials,0.33
Azerbaijan,2007,female,25-34 years,680650,4172,Generation X,0.29
Azerbaijan,2007,female,55-74 years,462700,4172,Silent,0.22
Azerbaijan,2007,female,5-14 years,644000,4172,Generation Z,0
Bahamas,1985,male,35-54 years,21000,11393,Silent,4.76
Bahamas,1985,female,15-24 years,23300,11393,Generation X,0
Bahamas,1985,female,25-34 years,19500,11393,Boomers,0
Bahamas,1985,female,35-54 years,22500,11393,Silent,0
Bahamas,1985,female,5-14 years,24500,11393,Generation X,0
Bahamas,1985,female,55-74 years,11200,11393,G.I. Generation,0
Bahamas,1985,female,75+ years,2700,11393,G.I. Generation,0
Bahamas,1985,male,15-24 years,23900,11393,Generation X,0
Bahamas,1985,male,25-34 years,19100,11393,Boomers,0
Bahamas,1985,male,5-14 years,25100,11393,Generation X,0
Bahamas,1985,male,55-74 years,9400,11393,G.I. Generation,0
Bahamas,1985,male,75+ years,1500,11393,G.I. Generation,0
Bahamas,1987,male,35-54 years,22700,12286,Silent,8.81
Bahamas,1987,male,25-34 years,20900,12286,Boomers,4.78
Bahamas,1987,female,15-24 years,25100,12286,Generation X,0
Bahamas,1987,female,25-34 years,21100,12286,Boomers,0
Bahamas,1987,female,35-54 years,24200,12286,Silent,0
Bahamas,1987,female,5-14 years,26400,12286,Generation X,0
Bahamas,1987,female,55-74 years,12100,12286,G.I. Generation,0
Bahamas,1987,female,75+ years,2900,12286,G.I. Generation,0
Bahamas,1987,male,15-24 years,26200,12286,Generation X,0
Bahamas,1987,male,5-14 years,27500,12286,Generation X,0
Bahamas,1987,male,55-74 years,10200,12286,G.I. Generation,0
Bahamas,1987,male,75+ years,1600,12286,G.I. Generation,0
Bahamas,1993,male,55-74 years,9900,12698,Silent,10.1
Bahamas,1993,female,55-74 years,11900,12698,Silent,8.4
Bahamas,1993,male,25-34 years,25400,12698,Boomers,7.87
Bahamas,1993,male,35-54 years,27000,12698,Boomers,7.41
Bahamas,1993,male,15-24 years,26800,12698,Generation X,3.73
Bahamas,1993,female,15-24 years,26800,12698,Generation X,0
Bahamas,1993,female,25-34 years,26300,12698,Boomers,0
Bahamas,1993,female,35-54 years,29300,12698,Boomers,0
Bahamas,1993,female,5-14 years,27200,12698,Millenials,0
Bahamas,1993,female,75+ years,2800,12698,G.I. Generation,0
Bahamas,1993,male,5-14 years,28100,12698,Millenials,0
Bahamas,1993,male,75+ years,2000,12698,G.I. Generation,0
Bahamas,1994,male,35-54 years,28300,13073,Boomers,10.6
Bahamas,1994,female,15-24 years,26900,13073,Generation X,0
Bahamas,1994,female,25-34 years,26800,13073,Boomers,0
Bahamas,1994,female,35-54 years,30800,13073,Boomers,0
Bahamas,1994,female,5-14 years,27600,13073,Millenials,0
Bahamas,1994,female,55-74 years,12300,13073,Silent,0
Bahamas,1994,female,75+ years,3000,13073,G.I. Generation,0
Bahamas,1994,male,15-24 years,26900,13073,Generation X,0
Bahamas,1994,male,25-34 years,26000,13073,Boomers,0
Bahamas,1994,male,5-14 years,28300,13073,Millenials,0
Bahamas,1994,male,55-74 years,10300,13073,Silent,0
Bahamas,1994,male,75+ years,2100,13073,G.I. Generation,0
Bahamas,1995,male,25-34 years,26300,13473,Generation X,3.8
Bahamas,1995,male,35-54 years,29800,13473,Boomers,3.36
Bahamas,1995,female,15-24 years,26900,13473,Generation X,0
Bahamas,1995,female,25-34 years,27100,13473,Generation X,0
Bahamas,1995,female,35-54 years,32300,13473,Boomers,0
Bahamas,1995,female,5-14 years,27700,13473,Millenials,0
Bahamas,1995,female,55-74 years,12800,13473,Silent,0
Bahamas,1995,female,75+ years,3100,13473,G.I. Generation,0
Bahamas,1995,male,15-24 years,27000,13473,Generation X,0
Bahamas,1995,male,5-14 years,28600,13473,Millenials,0
Bahamas,1995,male,55-74 years,10600,13473,Silent,0
Bahamas,1995,male,75+ years,2300,13473,G.I. Generation,0
Bahamas,1996,male,35-54 years,30549,14297,Boomers,9.82
Bahamas,1996,female,15-24 years,25694,14297,Generation X,0
Bahamas,1996,female,25-34 years,25178,14297,Generation X,0
Bahamas,1996,female,35-54 years,32794,14297,Boomers,0
Bahamas,1996,female,5-14 years,28250,14297,Millenials,0
Bahamas,1996,female,55-74 years,13723,14297,Silent,0
Bahamas,1996,female,75+ years,2927,14297,G.I. Generation,0
Bahamas,1996,male,15-24 years,26103,14297,Generation X,0
Bahamas,1996,male,25-34 years,25040,14297,Generation X,0
Bahamas,1996,male,5-14 years,28956,14297,Millenials,0
Bahamas,1996,male,55-74 years,11476,14297,Silent,0
Bahamas,1996,male,75+ years,1748,14297,G.I. Generation,0
Bahamas,1997,male,25-34 years,24917,24740,Generation X,4.01
Bahamas,1997,male,35-54 years,31867,24740,Boomers,3.14
Bahamas,1997,female,15-24 years,25605,24740,Generation X,0
Bahamas,1997,female,25-34 years,25276,24740,Generation X,0
Bahamas,1997,female,35-54 years,34332,24740,Boomers,0
Bahamas,1997,female,5-14 years,28389,24740,Millenials,0
Bahamas,1997,female,55-74 years,14127,24740,Silent,0
Bahamas,1997,female,75+ years,3054,24740,G.I. Generation,0
Bahamas,1997,male,15-24 years,25815,24740,Generation X,0
Bahamas,1997,male,5-14 years,28929,24740,Millenials,0
Bahamas,1997,male,55-74 years,11798,24740,Silent,0
Bahamas,1997,male,75+ years,1847,24740,G.I. Generation,0
Bahamas,1998,male,25-34 years,24751,26269,Generation X,8.08
Bahamas,1998,male,35-54 years,33276,26269,Boomers,3.01
Bahamas,1998,female,15-24 years,25583,26269,Generation X,0
Bahamas,1998,female,25-34 years,25347,26269,Generation X,0
Bahamas,1998,female,35-54 years,36034,26269,Boomers,0
Bahamas,1998,female,5-14 years,28660,26269,Millenials,0
Bahamas,1998,female,55-74 years,14541,26269,Silent,0
Bahamas,1998,female,75+ years,3187,26269,G.I. Generation,0
Bahamas,1998,male,15-24 years,25619,26269,Generation X,0
Bahamas,1998,male,5-14 years,29048,26269,Millenials,0
Bahamas,1998,male,55-74 years,12140,26269,Silent,0
Bahamas,1998,male,75+ years,1939,26269,G.I. Generation,0
Bahamas,1999,male,25-34 years,24557,29019,Generation X,12.22
Bahamas,1999,female,25-34 years,25368,29019,Generation X,3.94
Bahamas,1999,male,15-24 years,25536,29019,Generation X,3.92
Bahamas,1999,male,35-54 years,34691,29019,Boomers,2.88
Bahamas,1999,female,15-24 years,25625,29019,Generation X,0
Bahamas,1999,female,35-54 years,37759,29019,Boomers,0
Bahamas,1999,female,5-14 years,29048,29019,Millenials,0
Bahamas,1999,female,55-74 years,14983,29019,Silent,0
Bahamas,1999,female,75+ years,3335,29019,G.I. Generation,0
Bahamas,1999,male,5-14 years,29327,29019,Millenials,0
Bahamas,1999,male,55-74 years,12526,29019,Silent,0
Bahamas,1999,male,75+ years,2036,29019,G.I. Generation,0
Bahamas,2000,male,25-34 years,24338,29942,Generation X,16.44
Bahamas,2000,male,35-54 years,36060,29942,Boomers,13.87
Bahamas,2000,female,55-74 years,15459,29942,Silent,6.47
Bahamas,2000,female,15-24 years,25774,29942,Generation X,3.88
Bahamas,2000,female,25-34 years,25314,29942,Generation X,0
Bahamas,2000,female,35-54 years,39420,29942,Boomers,0
Bahamas,2000,female,5-14 years,29453,29942,Millenials,0
Bahamas,2000,female,75+ years,3494,29942,G.I. Generation,0
Bahamas,2000,male,15-24 years,25606,29942,Generation X,0
Bahamas,2000,male,5-14 years,29702,29942,Millenials,0
Bahamas,2000,male,55-74 years,12981,29942,Silent,0
Bahamas,2000,male,75+ years,2137,29942,G.I. Generation,0
Bahamas,2001,male,35-54 years,37335,30122,Boomers,2.68
Bahamas,2001,female,15-24 years,26565,30122,Millenials,0
Bahamas,2001,female,25-34 years,25447,30122,Generation X,0
Bahamas,2001,female,35-54 years,40803,30122,Boomers,0
Bahamas,2001,female,5-14 years,29545,30122,Millenials,0
Bahamas,2001,female,55-74 years,16236,30122,Silent,0
Bahamas,2001,female,75+ years,3680,30122,Silent,0
Bahamas,2001,male,15-24 years,26361,30122,Millenials,0
Bahamas,2001,male,25-34 years,24515,30122,Generation X,0
Bahamas,2001,male,5-14 years,29815,30122,Millenials,0
Bahamas,2001,male,55-74 years,13606,30122,Silent,0
Bahamas,2001,male,75+ years,2232,30122,Silent,0
Bahamas,2002,male,15-24 years,27106,31432,Millenials,7.38
Bahamas,2002,male,35-54 years,38667,31432,Boomers,2.59
Bahamas,2002,female,15-24 years,27307,31432,Millenials,0
Bahamas,2002,female,25-34 years,25644,31432,Generation X,0
Bahamas,2002,female,35-54 years,42134,31432,Boomers,0
Bahamas,2002,female,5-14 years,29453,31432,Millenials,0
Bahamas,2002,female,55-74 years,17111,31432,Silent,0
Bahamas,2002,female,75+ years,3880,31432,Silent,0
Bahamas,2002,male,25-34 years,24798,31432,Generation X,0
Bahamas,2002,male,5-14 years,29792,31432,Millenials,0
Bahamas,2002,male,55-74 years,14336,31432,Silent,0
Bahamas,2002,male,75+ years,2327,31432,Silent,0
Bahamas,2003,male,35-54 years,40113,30704,Boomers,2.49
Bahamas,2003,female,15-24 years,27919,30704,Millenials,0
Bahamas,2003,female,25-34 years,25941,30704,Generation X,0
Bahamas,2003,female,35-54 years,43511,30704,Boomers,0
Bahamas,2003,female,5-14 years,29130,30704,Millenials,0
Bahamas,2003,female,55-74 years,18079,30704,Silent,0
Bahamas,2003,female,75+ years,4092,30704,Silent,0
Bahamas,2003,male,15-24 years,27766,30704,Millenials,0
Bahamas,2003,male,25-34 years,25200,30704,Generation X,0
Bahamas,2003,male,5-14 years,29553,30704,Millenials,0
Bahamas,2003,male,55-74 years,15166,30704,Silent,0
Bahamas,2003,male,75+ years,2418,30704,Silent,0
Bahamas,2004,male,15-24 years,28309,30671,Millenials,3.53
Bahamas,2004,male,35-54 years,41662,30671,Boomers,2.4
Bahamas,2004,female,15-24 years,28385,30671,Millenials,0
Bahamas,2004,female,25-34 years,26367,30671,Generation X,0
Bahamas,2004,female,35-54 years,44948,30671,Boomers,0
Bahamas,2004,female,5-14 years,28634,30671,Millenials,0
Bahamas,2004,female,55-74 years,19143,30671,Silent,0
Bahamas,2004,female,75+ years,4327,30671,Silent,0
Bahamas,2004,male,25-34 years,25733,30671,Generation X,0
Bahamas,2004,male,5-14 years,29136,30671,Millenials,0
Bahamas,2004,male,55-74 years,16082,30671,Silent,0
Bahamas,2004,male,75+ years,2511,30671,Silent,0
Bahamas,2005,male,25-34 years,26366,32596,Generation X,3.79
Bahamas,2005,female,25-34 years,26917,32596,Generation X,3.72
Bahamas,2005,male,5-14 years,28690,32596,Millenials,3.49
Bahamas,2005,male,35-54 years,43193,32596,Boomers,2.32
Bahamas,2005,female,15-24 years,28757,32596,Millenials,0
Bahamas,2005,female,35-54 years,46362,32596,Boomers,0
Bahamas,2005,female,5-14 years,28118,32596,Millenials,0
Bahamas,2005,female,55-74 years,20307,32596,Silent,0
Bahamas,2005,female,75+ years,4589,32596,Silent,0
Bahamas,2005,male,15-24 years,28762,32596,Millenials,0
Bahamas,2005,male,55-74 years,17085,32596,Silent,0
Bahamas,2005,male,75+ years,2617,32596,Silent,0
Bahamas,2006,male,15-24 years,29472,32957,Millenials,3.39
Bahamas,2006,male,35-54 years,44490,32957,Boomers,2.25
Bahamas,2006,female,15-24 years,29420,32957,Millenials,0
Bahamas,2006,female,25-34 years,27172,32957,Generation X,0
Bahamas,2006,female,35-54 years,47679,32957,Boomers,0
Bahamas,2006,female,5-14 years,28256,32957,Millenials,0
Bahamas,2006,female,55-74 years,21081,32957,Silent,0
Bahamas,2006,female,75+ years,4817,32957,Silent,0
Bahamas,2006,male,25-34 years,26713,32957,Generation X,0
Bahamas,2006,male,5-14 years,28912,32957,Millenials,0
Bahamas,2006,male,55-74 years,17743,32957,Silent,0
Bahamas,2006,male,75+ years,2744,32957,Silent,0
Bahamas,2007,male,35-54 years,45790,33710,Boomers,4.37
Bahamas,2007,male,25-34 years,27047,33710,Generation X,3.7
Bahamas,2007,male,15-24 years,30182,33710,Millenials,3.31
Bahamas,2007,female,35-54 years,48976,33710,Boomers,2.04
Bahamas,2007,female,15-24 years,30101,33710,Millenials,0
Bahamas,2007,female,25-34 years,27419,33710,Generation X,0
Bahamas,2007,female,5-14 years,28225,33710,Generation Z,0
Bahamas,2007,female,55-74 years,21936,33710,Silent,0
Bahamas,2007,female,75+ years,5046,33710,Silent,0
Bahamas,2007,male,5-14 years,28953,33710,Generation Z,0
Bahamas,2007,male,55-74 years,18460,33710,Silent,0
Bahamas,2007,male,75+ years,2854,33710,Silent,0
Bahamas,2008,male,25-34 years,27416,32746,Generation X,3.65
Bahamas,2008,male,5-14 years,28759,32746,Generation Z,3.48
Bahamas,2008,male,15-24 years,30842,32746,Millenials,3.24
Bahamas,2008,male,35-54 years,47227,32746,Boomers,2.12
Bahamas,2008,female,15-24 years,30739,32746,Millenials,0
Bahamas,2008,female,25-34 years,27705,32746,Generation X,0
Bahamas,2008,female,35-54 years,50385,32746,Boomers,0
Bahamas,2008,female,5-14 years,27972,32746,Generation Z,0
Bahamas,2008,female,55-74 years,22905,32746,Silent,0
Bahamas,2008,female,75+ years,5272,32746,Silent,0
Bahamas,2008,male,55-74 years,19279,32746,Silent,0
Bahamas,2008,male,75+ years,2946,32746,Silent,0
Bahamas,2009,male,15-24 years,31432,30450,Millenials,6.36
Bahamas,2009,male,35-54 years,48784,30450,Boomers,4.1
Bahamas,2009,male,25-34 years,27862,30450,Generation X,3.59
Bahamas,2009,female,35-54 years,51877,30450,Boomers,1.93
Bahamas,2009,female,15-24 years,31298,30450,Millenials,0
Bahamas,2009,female,25-34 years,28059,30450,Generation X,0
Bahamas,2009,female,5-14 years,27474,30450,Generation Z,0
Bahamas,2009,female,55-74 years,23987,30450,Silent,0
Bahamas,2009,female,75+ years,5515,30450,Silent,0
Bahamas,2009,male,5-14 years,28311,30450,Generation Z,0
Bahamas,2009,male,55-74 years,20196,30450,Silent,0
Bahamas,2009,male,75+ years,3018,30450,Silent,0
Bahamas,2010,male,75+ years,3090,30239,Silent,32.36
Bahamas,2010,female,15-24 years,31792,30239,Millenials,6.29
Bahamas,2010,male,35-54 years,50326,30239,Generation X,5.96
Bahamas,2010,male,55-74 years,21188,30239,Silent,4.72
Bahamas,2010,female,55-74 years,25150,30239,Silent,3.98
Bahamas,2010,male,15-24 years,31968,30239,Millenials,3.13
Bahamas,2010,female,35-54 years,53312,30239,Generation X,1.88
Bahamas,2010,female,25-34 years,28521,30239,Generation X,0
Bahamas,2010,female,5-14 years,26732,30239,Generation Z,0
Bahamas,2010,female,75+ years,5772,30239,Silent,0
Bahamas,2010,male,25-34 years,28398,30239,Generation X,0
Bahamas,2010,male,5-14 years,27620,30239,Generation Z,0
Bahamas,2011,male,55-74 years,22178,29761,Boomers,4.51
Bahamas,2011,female,25-34 years,29138,29761,Millenials,3.43
Bahamas,2011,male,15-24 years,32343,29761,Millenials,3.09
Bahamas,2011,male,35-54 years,50932,29761,Generation X,1.96
Bahamas,2011,female,15-24 years,32120,29761,Millenials,0
Bahamas,2011,female,35-54 years,53821,29761,Generation X,0
Bahamas,2011,female,5-14 years,26108,29761,Generation Z,0
Bahamas,2011,female,55-74 years,26262,29761,Boomers,0
Bahamas,2011,female,75+ years,6106,29761,Silent,0
Bahamas,2011,male,25-34 years,28997,29761,Millenials,0
Bahamas,2011,male,5-14 years,27054,29761,Generation Z,0
Bahamas,2011,male,75+ years,3324,29761,Silent,0
Bahamas,2012,male,15-24 years,32716,31204,Millenials,6.11
Bahamas,2012,male,35-54 years,51466,31204,Generation X,3.89
Bahamas,2012,female,35-54 years,54245,31204,Generation X,1.84
Bahamas,2012,female,15-24 years,32430,31204,Millenials,0
Bahamas,2012,female,25-34 years,29909,31204,Millenials,0
Bahamas,2012,female,5-14 years,25670,31204,Generation Z,0
Bahamas,2012,female,55-74 years,27444,31204,Boomers,0
Bahamas,2012,female,75+ years,6463,31204,Silent,0
Bahamas,2012,male,25-34 years,29740,31204,Millenials,0
Bahamas,2012,male,5-14 years,26675,31204,Generation Z,0
Bahamas,2012,male,55-74 years,23216,31204,Boomers,0
Bahamas,2012,male,75+ years,3584,31204,Silent,0
Bahamas,2013,male,55-74 years,24298,30455,Boomers,8.23
Bahamas,2013,male,35-54 years,51912,30455,Generation X,3.85
Bahamas,2013,female,35-54 years,54567,30455,Generation X,1.83
Bahamas,2013,female,15-24 years,32613,30455,Millenials,0
Bahamas,2013,female,25-34 years,30751,30455,Millenials,0
Bahamas,2013,female,5-14 years,25435,30455,Generation Z,0
Bahamas,2013,female,55-74 years,28689,30455,Boomers,0
Bahamas,2013,female,75+ years,6828,30455,Silent,0
Bahamas,2013,male,15-24 years,32971,30455,Millenials,0
Bahamas,2013,male,25-34 years,30545,30455,Millenials,0
Bahamas,2013,male,5-14 years,26496,30455,Generation Z,0
Bahamas,2013,male,75+ years,3854,30455,Silent,0
Bahrain,1985,male,25-34 years,67600,9980,Boomers,10.36
Bahrain,1985,male,35-54 years,49700,9980,Silent,6.04
Bahrain,1985,female,35-54 years,26900,9980,Silent,3.72
Bahrain,1985,female,15-24 years,37800,9980,Generation X,0
Bahrain,1985,female,25-34 years,27600,9980,Boomers,0
Bahrain,1985,female,5-14 years,41400,9980,Generation X,0
Bahrain,1985,female,55-74 years,8700,9980,G.I. Generation,0
Bahrain,1985,female,75+ years,1500,9980,G.I. Generation,0
Bahrain,1985,male,15-24 years,49700,9980,Generation X,0
Bahrain,1985,male,5-14 years,42000,9980,Generation X,0
Bahrain,1985,male,55-74 years,11600,9980,G.I. Generation,0
Bahrain,1985,male,75+ years,1400,9980,G.I. Generation,0
Bahrain,1987,male,55-74 years,11800,9321,G.I. Generation,8.47
Bahrain,1987,male,35-54 years,47700,9321,Silent,6.29
Bahrain,1987,male,25-34 years,63900,9321,Boomers,4.69
Bahrain,1987,female,25-34 years,27500,9321,Boomers,3.64
Bahrain,1987,female,15-24 years,38600,9321,Generation X,2.59
Bahrain,1987,female,35-54 years,27300,9321,Silent,0
Bahrain,1987,female,5-14 years,42500,9321,Generation X,0
Bahrain,1987,female,55-74 years,8900,9321,G.I. Generation,0
Bahrain,1987,female,75+ years,1500,9321,G.I. Generation,0
Bahrain,1987,male,15-24 years,49400,9321,Generation X,0
Bahrain,1987,male,5-14 years,43200,9321,Generation X,0
Bahrain,1987,male,75+ years,1600,9321,G.I. Generation,0
Bahrain,1988,male,25-34 years,61600,9501,Boomers,12.99
Bahrain,1988,male,35-54 years,63500,9501,Silent,6.3
Bahrain,1988,female,35-54 years,30900,9501,Silent,3.24
Bahrain,1988,male,15-24 years,44100,9501,Generation X,2.27
Bahrain,1988,female,15-24 years,38300,9501,Generation X,0
Bahrain,1988,female,25-34 years,32000,9501,Boomers,0
Bahrain,1988,female,5-14 years,45400,9501,Generation X,0
Bahrain,1988,female,55-74 years,10300,9501,G.I. Generation,0
Bahrain,1988,female,75+ years,1400,9501,G.I. Generation,0
Bahrain,1988,male,5-14 years,46500,9501,Generation X,0
Bahrain,1988,male,55-74 years,14400,9501,G.I. Generation,0
Bahrain,1988,male,75+ years,1300,9501,G.I. Generation,0
Bahrain,1997,female,15-24 years,46573,11985,Generation X,0
Bahrain,1997,female,25-34 years,50841,11985,Generation X,0
Bahrain,1997,female,35-54 years,53562,11985,Boomers,0
Bahrain,1997,female,5-14 years,55390,11985,Millenials,0
Bahrain,1997,female,55-74 years,13826,11985,Silent,0
Bahrain,1997,female,75+ years,2250,11985,G.I. Generation,0
Bahrain,1997,male,15-24 years,54369,11985,Generation X,0
Bahrain,1997,male,25-34 years,80297,11985,Generation X,0
Bahrain,1997,male,35-54 years,96825,11985,Boomers,0
Bahrain,1997,male,5-14 years,57431,11985,Millenials,0
Bahrain,1997,male,55-74 years,16035,11985,Silent,0
Bahrain,1997,male,75+ years,2355,11985,G.I. Generation,0
Bahrain,1998,female,15-24 years,48147,11325,Generation X,0
Bahrain,1998,female,25-34 years,51596,11325,Generation X,0
Bahrain,1998,female,35-54 years,56917,11325,Boomers,0
Bahrain,1998,female,5-14 years,56626,11325,Millenials,0
Bahrain,1998,female,55-74 years,14404,11325,Silent,0
Bahrain,1998,female,75+ years,2312,11325,G.I. Generation,0
Bahrain,1998,male,15-24 years,56377,11325,Generation X,0
Bahrain,1998,male,25-34 years,80849,11325,Generation X,0
Bahrain,1998,male,35-54 years,101013,11325,Boomers,0
Bahrain,1998,male,5-14 years,58935,11325,Millenials,0
Bahrain,1998,male,55-74 years,16409,11325,Silent,0
Bahrain,1998,male,75+ years,2423,11325,G.I. Generation,0
Bahrain,1999,male,25-34 years,82791,11703,Generation X,9.66
Bahrain,1999,male,35-54 years,105903,11703,Boomers,3.78
Bahrain,1999,male,15-24 years,57914,11703,Generation X,3.45
Bahrain,1999,female,15-24 years,49631,11703,Generation X,2.01
Bahrain,1999,female,25-34 years,52339,11703,Generation X,1.91
Bahrain,1999,female,35-54 years,60568,11703,Boomers,1.65
Bahrain,1999,female,5-14 years,58374,11703,Millenials,0
Bahrain,1999,female,55-74 years,15017,11703,Silent,0
Bahrain,1999,female,75+ years,2339,11703,G.I. Generation,0
Bahrain,1999,male,5-14 years,61554,11703,Millenials,0
Bahrain,1999,male,55-74 years,16810,11703,Silent,0
Bahrain,1999,male,75+ years,2522,11703,G.I. Generation,0
Bahrain,2000,male,25-34 years,86231,15345,Generation X,18.55
Bahrain,2000,male,35-54 years,112060,15345,Boomers,8.92
Bahrain,2000,male,15-24 years,59208,15345,Generation X,3.38
Bahrain,2000,female,25-34 years,53263,15345,Generation X,1.88
Bahrain,2000,female,15-24 years,50968,15345,Generation X,0
Bahrain,2000,female,35-54 years,64617,15345,Boomers,0
Bahrain,2000,female,5-14 years,60791,15345,Millenials,0
Bahrain,2000,female,55-74 years,15556,15345,Silent,0
Bahrain,2000,female,75+ years,2394,15345,G.I. Generation,0
Bahrain,2000,male,5-14 years,65512,15345,Millenials,0
Bahrain,2000,male,55-74 years,17346,15345,Silent,0
Bahrain,2000,male,75+ years,2648,15345,G.I. Generation,0
Bahrain,2001,male,25-34 years,90920,14383,Generation X,8.8
Bahrain,2001,male,35-54 years,118151,14383,Boomers,6.77
Bahrain,2001,male,55-74 years,17917,14383,Silent,5.58
Bahrain,2001,male,15-24 years,68309,14383,Millenials,2.93
Bahrain,2001,female,15-24 years,54497,14383,Millenials,1.83
Bahrain,2001,female,25-34 years,55961,14383,Generation X,1.79
Bahrain,2001,male,5-14 years,67127,14383,Millenials,1.49
Bahrain,2001,female,35-54 years,67856,14383,Boomers,1.47
Bahrain,2001,female,5-14 years,62316,14383,Millenials,0
Bahrain,2001,female,55-74 years,15791,14383,Silent,0
Bahrain,2001,female,75+ years,2544,14383,Silent,0
Bahrain,2001,male,75+ years,2694,14383,Silent,0
Bahrain,2002,male,25-34 years,97288,14572,Generation X,7.2
Bahrain,2002,male,35-54 years,126500,14572,Boomers,7.11
Bahrain,2002,female,35-54 years,71376,14572,Boomers,5.6
Bahrain,2002,female,15-24 years,57599,14572,Millenials,3.47
Bahrain,2002,male,15-24 years,76442,14572,Millenials,2.62
Bahrain,2002,female,25-34 years,59350,14572,Generation X,1.68
Bahrain,2002,female,5-14 years,63714,14572,Millenials,0
Bahrain,2002,female,55-74 years,16006,14572,Silent,0
Bahrain,2002,female,75+ years,2738,14572,Silent,0
Bahrain,2002,male,5-14 years,68596,14572,Millenials,0
Bahrain,2002,male,55-74 years,18646,14572,Silent,0
Bahrain,2002,male,75+ years,2755,14572,Silent,0
Bahrain,2003,male,35-54 years,137287,15756,Boomers,12.38
Bahrain,2003,male,25-34 years,105799,15756,Generation X,8.51
Bahrain,2003,female,25-34 years,63380,15756,Generation X,7.89
Bahrain,2003,male,15-24 years,83143,15756,Millenials,3.61
Bahrain,2003,female,15-24 years,60298,15756,Millenials,0
